medal_date,medal_type,medal_code,name,gender,country_code,country_long,team_gender,discipline,event,event_type,birth_date,code_athlete,code_team,is_medallist
2024-08-01,Gold Medal,1,THROSSELL Brianna,Female,AUS,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1996-02-10,1946157,SWMW4X200MFRAUS01,True
2024-08-01,Gold Medal,1,JACK Shayna,Female,AUS,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1998-11-06,1946227,SWMW4X200MFRAUS01,True
2024-08-01,Gold Medal,1,O'CALLAGHAN Mollie,Female,AUS,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2004-04-02,1946218,SWMW4X200MFRAUS01,True
2024-08-01,Gold Medal,1,TITMUS Ariarne,Female,AUS,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2000-09-07,1946150,SWMW4X200MFRAUS01,True
2024-08-01,Silver Medal,2,PEPLOWSKI Anna,Female,USA,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2002-09-25,1935967,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2,GEMMELL Erin,Female,USA,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2004-12-02,1935907,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2,MANUEL Simone,Female,USA,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1996-08-02,1935945,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2,SHACKELL Alex,Female,USA,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2006-11-13,1935979,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2,LEDECKY Katie,Female,USA,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1997-03-17,1935938,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2,MADDEN Paige,Female,USA,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1998-10-22,1935943,SWMW4X200MFRUSA01,True
2024-08-01,Silver Medal,2,WEINSTEIN Claire,Female,USA,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2007-03-01,1936000,SWMW4X200MFRUSA01,True
2024-08-01,Bronze Medal,3,TANG Muhan,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2003-09-04,1945224,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3,KONG Yaqi,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2008-01-24,1945222,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3,GE Chutong,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2003-09-23,1945171,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3,LIU Yaxin,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1999-06-16,1945223,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3,LI Bingjie,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2002-03-03,1945169,SWMW4X200MFRCHN01,True
2024-08-01,Bronze Medal,3,YANG Junxuan,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2002-01-26,1945159,SWMW4X200MFRCHN01,True
2024-08-02,Gold Medal,1,LIM Sihyeon,Female,KOR,Republic of Korea,X,Archery,Mixed Team,HTEAM,2003-06-13,1902147,ARCXTEAM2---KOR01,True
2024-08-02,Gold Medal,1,KIM Woojin,Male,KOR,Republic of Korea,X,Archery,Mixed Team,HTEAM,1992-06-20,1902135,ARCXTEAM2---KOR01,True
2024-08-02,Silver Medal,2,KROPPEN Michelle,Female,GER,Germany,X,Archery,Mixed Team,HTEAM,1996-04-19,1553258,ARCXTEAM2---GER01,True
2024-08-02,Silver Medal,2,UNRUH Florian,Male,GER,Germany,X,Archery,Mixed Team,HTEAM,1993-06-07,1553249,ARCXTEAM2---GER01,True
2024-08-02,Bronze Medal,3,KAUFHOLD Casey,Female,USA,United States of America,X,Archery,Mixed Team,HTEAM,2004-03-06,1955601,ARCXTEAM2---USA01,True
2024-08-02,Bronze Medal,3,ELLISON Brady,Male,USA,United States of America,X,Archery,Mixed Team,HTEAM,1988-10-27,1955595,ARCXTEAM2---USA01,True
2024-08-02,Gold Medal,1,ZHENG Si Wei,Male,CHN,People's Republic of China,X,Badminton,Mixed Doubles,HCOUP,1997-02-26,1913418,BDMXDOUBLES-CHN02,True
2024-08-02,Gold Medal,1,HUANG Ya Qiong,Female,CHN,People's Republic of China,X,Badminton,Mixed Doubles,HCOUP,1994-02-28,1913432,BDMXDOUBLES-CHN02,True
2024-08-02,Silver Medal,2,KIM Won Ho,Male,KOR,Republic of Korea,X,Badminton,Mixed Doubles,HCOUP,1999-06-02,1891507,BDMXDOUBLES-KOR02,True
2024-08-02,Silver Medal,2,JEONG Na Eun,Female,KOR,Republic of Korea,X,Badminton,Mixed Doubles,HCOUP,2000-06-27,1891502,BDMXDOUBLES-KOR02,True
2024-08-02,Bronze Medal,3,WATANABE Yuta,Male,JPN,Japan,X,Badminton,Mixed Doubles,HCOUP,1997-06-13,1541614,BDMXDOUBLES-JPN01,True
2024-08-02,Bronze Medal,3,HIGASHINO Arisa,Female,JPN,Japan,X,Badminton,Mixed Doubles,HCOUP,1996-08-01,1541619,BDMXDOUBLES-JPN01,True
2024-08-02,Gold Medal,1,LONG Daoyi,Male,CHN,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,2003-03-06,1901551,DIVM3MTEAM2-CHN01,True
2024-08-02,Gold Medal,1,WANG Zongyuan,Male,CHN,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,2001-10-24,1901549,DIVM3MTEAM2-CHN01,True
2024-08-02,Silver Medal,2,CELAYA HERNANDEZ Juan Manuel,Male,MEX,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,1998-09-01,1536197,DIVM3MTEAM2-MEX01,True
2024-08-02,Silver Medal,2,OLVERA IBARRA Osmar,Male,MEX,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,2004-06-05,1535349,DIVM3MTEAM2-MEX01,True
2024-08-02,Bronze Medal,3,HARDING Anthony,Male,GBR,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,2000-06-30,1900840,DIVM3MTEAM2-GBR01,True
2024-08-02,Bronze Medal,3,LAUGHER Jack,Male,GBR,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,1995-01-30,1900848,DIVM3MTEAM2-GBR01,True
2024-08-02,Gold Medal,1,BRASH Scott,Male,GBR,Great Britain,O,Equestrian,Jumping Team,TEAM,1985-11-23,1970891,EQUOJUMPTEAMGBR01,True
2024-08-02,Gold Medal,1,CHARLES Harry,Male,GBR,Great Britain,O,Equestrian,Jumping Team,TEAM,1999-07-15,1970896,EQUOJUMPTEAMGBR01,True
2024-08-02,Gold Medal,1,MAHER Ben,Male,GBR,Great Britain,O,Equestrian,Jumping Team,TEAM,1983-01-30,1979168,EQUOJUMPTEAMGBR01,True
2024-08-02,Gold Medal,1,STOCKDALE Joseph,Male,GBR,Great Britain,O,Equestrian,Jumping Team,TEAM,1999-10-18,1970925,EQUOJUMPTEAMGBR01,False
2024-08-02,Silver Medal,2,WARD McLain,Male,USA,United States of America,O,Equestrian,Jumping Team,TEAM,1975-10-17,1951875,EQUOJUMPTEAMUSA01,True
2024-08-02,Silver Medal,2,FARRINGTON Kent,Male,USA,United States of America,O,Equestrian,Jumping Team,TEAM,1980-12-28,1951819,EQUOJUMPTEAMUSA01,False
2024-08-02,Silver Medal,2,KRAUT Laura,Female,USA,United States of America,O,Equestrian,Jumping Team,TEAM,1965-11-14,1951840,EQUOJUMPTEAMUSA01,True
2024-08-02,Silver Medal,2,COOK Karl,Male,USA,United States of America,O,Equestrian,Jumping Team,TEAM,1990-12-25,1951802,EQUOJUMPTEAMUSA01,True
2024-08-02,Bronze Medal,3,STAUT Kevin,Male,FRA,France,O,Equestrian,Jumping Team,TEAM,1980-11-15,1899865,EQUOJUMPTEAMFRA01,False
2024-08-02,Bronze Medal,3,DELESTRE Simon,Male,FRA,France,O,Equestrian,Jumping Team,TEAM,1981-06-21,1899843,EQUOJUMPTEAMFRA01,True
2024-08-02,Bronze Medal,3,EPAILLARD Julien,Male,FRA,France,O,Equestrian,Jumping Team,TEAM,1977-07-24,1899845,EQUOJUMPTEAMFRA01,True
2024-08-02,Bronze Medal,3,PERREAU Olivier,Male,FRA,France,O,Equestrian,Jumping Team,TEAM,1986-06-23,1899856,EQUOJUMPTEAMFRA01,True
2024-08-02,Gold Medal,1,SIKLOSI Gergely,Male,HUN,Hungary,M,Fencing,Men's Épée Team,HTEAM,1997-09-04,1946450,FENMTEAMEPEEHUN01,True
2024-08-02,Gold Medal,1,KOCH Mate Tamas,Male,HUN,Hungary,M,Fencing,Men's Épée Team,HTEAM,1999-09-17,1946370,FENMTEAMEPEEHUN01,True
2024-08-02,Gold Medal,1,ANDRASFI Tibor,Male,HUN,Hungary,M,Fencing,Men's Épée Team,HTEAM,1999-12-10,1946278,FENMTEAMEPEEHUN01,True
2024-08-02,Gold Medal,1,NAGY David,Male,HUN,Hungary,M,Fencing,Men's Épée Team,HTEAM,1999-07-14,1946379,FENMTEAMEPEEHUN01,True
2024-08-02,Silver Medal,2,KANO Koki,Male,JPN,Japan,M,Fencing,Men's Épée Team,HTEAM,1997-12-19,1896548,FENMTEAMEPEEJPN01,True
2024-08-02,Silver Medal,2,MINOBE Kazuyasu,Male,JPN,Japan,M,Fencing,Men's Épée Team,HTEAM,1987-07-15,1896554,FENMTEAMEPEEJPN01,True
2024-08-02,Silver Medal,2,YAMADA Masaru,Male,JPN,Japan,M,Fencing,Men's Épée Team,HTEAM,1994-06-14,1896549,FENMTEAMEPEEJPN01,True
2024-08-02,Silver Medal,2,KOMATA Akira,Male,JPN,Japan,M,Fencing,Men's Épée Team,HTEAM,1998-01-31,1896538,FENMTEAMEPEEJPN01,True
2024-08-02,Bronze Medal,3,BERAN Jiri,Male,CZE,Czechia,M,Fencing,Men's Épée Team,HTEAM,1982-01-18,1914523,FENMTEAMEPEECZE01,True
2024-08-02,Bronze Medal,3,JURKA Jakub,Male,CZE,Czechia,M,Fencing,Men's Épée Team,HTEAM,1999-06-13,1914535,FENMTEAMEPEECZE01,True
2024-08-02,Bronze Medal,3,RUBES Martin,Male,CZE,Czechia,M,Fencing,Men's Épée Team,HTEAM,1996-09-16,1914540,FENMTEAMEPEECZE01,True
2024-08-02,Bronze Medal,3,CUPR Michal,Male,CZE,Czechia,M,Fencing,Men's Épée Team,HTEAM,1991-12-23,1914531,FENMTEAMEPEECZE01,True
2024-08-02,Gold Medal,1,Mc CARTHY Fintan,Male,IRL,Ireland,M,Rowing,Lightweight Men's Double Sculls,TEAM,1996-11-23,1543322,ROWMSCULL2-LIRL01,True
2024-08-02,Gold Medal,1,O DONOVAN Paul,Male,IRL,Ireland,M,Rowing,Lightweight Men's Double Sculls,TEAM,1994-04-19,1572444,ROWMSCULL2-LIRL01,True
2024-08-02,Silver Medal,2,OPPO Stefano,Male,ITA,Italy,M,Rowing,Lightweight Men's Double Sculls,TEAM,1994-09-12,1547870,ROWMSCULL2-LITA01,True
2024-08-02,Silver Medal,2,SOARES Gabriel,Male,ITA,Italy,M,Rowing,Lightweight Men's Double Sculls,TEAM,1997-01-22,1547873,ROWMSCULL2-LITA01,True
2024-08-02,Bronze Medal,3,PAPAKONSTANTINOU Antonios,Male,GRE,Greece,M,Rowing,Lightweight Men's Double Sculls,TEAM,1999-03-18,1977132,ROWMSCULL2-LGRE01,True
2024-08-02,Bronze Medal,3,GKAIDATZIS Petros,Male,GRE,Greece,M,Rowing,Lightweight Men's Double Sculls,TEAM,2000-11-25,1977153,ROWMSCULL2-LGRE01,True
2024-08-02,Gold Medal,1,CRAIG Emily,Female,GBR,Great Britain,W,Rowing,Lightweight Women's Double Sculls,TEAM,1992-11-30,1901048,ROWWSCULL2-LGBR01,True
2024-08-02,Gold Medal,1,GRANT Imogen,Female,GBR,Great Britain,W,Rowing,Lightweight Women's Double Sculls,TEAM,1996-02-26,1901071,ROWWSCULL2-LGBR01,True
2024-08-02,Silver Medal,2,van GRONINGEN Gianina Elena,Female,ROU,Romania,W,Rowing,Lightweight Women's Double Sculls,TEAM,1995-05-21,1550661,ROWWSCULL2-LROU01,True
2024-08-02,Silver Medal,2,COZMIUC Ionela Livia,Female,ROU,Romania,W,Rowing,Lightweight Women's Double Sculls,TEAM,1995-01-03,1550384,ROWWSCULL2-LROU01,True
2024-08-02,Bronze Medal,3,KONTOU Dimitra,Female,GRE,Greece,W,Rowing,Lightweight Women's Double Sculls,TEAM,2005-09-23,1977101,ROWWSCULL2-LGRE01,True
2024-08-02,Bronze Medal,3,FITSIOU Zoi,Female,GRE,Greece,W,Rowing,Lightweight Women's Double Sculls,TEAM,1995-09-14,1977159,ROWWSCULL2-LGRE01,True
2024-08-02,Gold Medal,1,SINKOVIC Martin,Male,CRO,Croatia,M,Rowing,Men's Pair,TEAM,1989-11-10,1916685,ROWMNOCOX2--CRO01,True
2024-08-02,Gold Medal,1,SINKOVIC Valent,Male,CRO,Croatia,M,Rowing,Men's Pair,TEAM,1988-08-02,1921490,ROWMNOCOX2--CRO01,True
2024-08-02,Silver Medal,2,WYNNE-GRIFFITH Oliver,Male,GBR,Great Britain,M,Rowing,Men's Pair,TEAM,1994-05-29,1901101,ROWMNOCOX2--GBR01,True
2024-08-02,Silver Medal,2,GEORGE Tom,Male,GBR,Great Britain,M,Rowing,Men's Pair,TEAM,1994-09-22,1901066,ROWMNOCOX2--GBR01,True
2024-08-02,Bronze Medal,3,ROEOESLI Roman,Male,SUI,Switzerland,M,Rowing,Men's Pair,TEAM,1993-09-22,1977804,ROWMNOCOX2--SUI01,True
2024-08-02,Bronze Medal,3,GULICH Andrin,Male,SUI,Switzerland,M,Rowing,Men's Pair,TEAM,1999-03-09,1976556,ROWMNOCOX2--SUI01,True
2024-08-02,Gold Medal,1,CLEVERING Ymkje,Female,NED,Netherlands,W,Rowing,Women's Pair,TEAM,1995-07-17,1965559,ROWWNOCOX2--NED01,True
2024-08-02,Gold Medal,1,MEESTER Veronique,Female,NED,Netherlands,W,Rowing,Women's Pair,TEAM,1995-04-07,1965556,ROWWNOCOX2--NED01,True
2024-08-02,Silver Medal,2,VRINCEANU Ioana,Female,ROU,Romania,W,Rowing,Women's Pair,TEAM,1994-03-07,1550789,ROWWNOCOX2--ROU01,True
2024-08-02,Silver Medal,2,ANGHEL Roxana,Female,ROU,Romania,W,Rowing,Women's Pair,TEAM,1998-01-01,1550289,ROWWNOCOX2--ROU01,True
2024-08-02,Bronze Medal,3,MORRISON Jess,Female,AUS,Australia,W,Rowing,Women's Pair,TEAM,1992-05-18,1945670,ROWWNOCOX2--AUS01,True
2024-08-02,Bronze Medal,3,McINTYRE Annabelle,Female,AUS,Australia,W,Rowing,Women's Pair,TEAM,1996-09-12,1945644,ROWWNOCOX2--AUS01,True
2024-08-02,Gold Medal,1,BOTIN le CHEVER Diego,Male,ESP,Spain,M,Sailing,Men's Skiff,TEAM,1993-12-25,1959270,SALM49ER----ESP01,True
2024-08-02,Gold Medal,1,TRITTEL PAUL Florian,Male,ESP,Spain,M,Sailing,Men's Skiff,TEAM,1994-05-23,1959294,SALM49ER----ESP01,True
2024-08-02,Silver Medal,2,McHARDIE Isaac,Male,NZL,New Zealand,M,Sailing,Men's Skiff,TEAM,1997-07-06,1918833,SALM49ER----NZL01,True
2024-08-02,Silver Medal,2,McKENZIE William,Male,NZL,New Zealand,M,Sailing,Men's Skiff,TEAM,1997-02-19,1918834,SALM49ER----NZL01,True
2024-08-02,Bronze Medal,3,BARROWS Ian,Male,USA,United States of America,M,Sailing,Men's Skiff,TEAM,1995-01-14,1950366,SALM49ER----USA01,True
2024-08-02,Bronze Medal,3,HENKEN Hans,Male,USA,United States of America,M,Sailing,Men's Skiff,TEAM,1992-06-04,1950381,SALM49ER----USA01,True
2024-08-02,Gold Medal,1,van AANHOLT Odile,Female,NED,Netherlands,W,Sailing,Women's Skiff,TEAM,1998-01-14,1970495,SALW49ERFX--NED01,True
2024-08-02,Gold Medal,1,DUETZ Annette,Female,NED,Netherlands,W,Sailing,Women's Skiff,TEAM,1993-06-29,1970514,SALW49ERFX--NED01,True
2024-08-02,Silver Medal,2,BOBECK Vilma,Female,SWE,Sweden,W,Sailing,Women's Skiff,TEAM,1998-01-05,1564653,SALW49ERFX--SWE01,True
2024-08-02,Silver Medal,2,NETZLER Rebecca,Female,SWE,Sweden,W,Sailing,Women's Skiff,TEAM,1995-07-22,1564657,SALW49ERFX--SWE01,True
2024-08-02,Bronze Medal,3,STEYAERT Sarah,Female,FRA,France,W,Sailing,Women's Skiff,TEAM,1986-11-27,1559558,SALW49ERFX--FRA01,True
2024-08-02,Bronze Medal,3,PICON Charline,Female,FRA,France,W,Sailing,Women's Skiff,TEAM,1984-12-23,1559559,SALW49ERFX--FRA01,True
2024-08-02,Gold Medal,1,SINIAKOVA Katerina,Female,CZE,Czechia,X,Tennis,Mixed Doubles,HCOUP,1996-05-10,1901342,TENXDOUBLES-CZE01,True
2024-08-02,Gold Medal,1,MACHAC Tomas,Male,CZE,Czechia,X,Tennis,Mixed Doubles,HCOUP,2000-10-13,1901333,TENXDOUBLES-CZE01,True
2024-08-02,Silver Medal,2,WANG Xinyu,Female,CHN,People's Republic of China,X,Tennis,Mixed Doubles,HCOUP,2001-09-26,1927719,TENXDOUBLES-CHN01,True
2024-08-02,Silver Medal,2,ZHANG Zhizhen,Male,CHN,People's Republic of China,X,Tennis,Mixed Doubles,HCOUP,1996-10-16,1927704,TENXDOUBLES-CHN01,True
2024-08-02,Bronze Medal,3,DABROWSKI Gabriela,Female,CAN,Canada,X,Tennis,Mixed Doubles,HCOUP,1992-04-01,1972627,TENXDOUBLES-CAN01,True
2024-08-02,Bronze Medal,3,AUGER-ALIASSIME Felix,Male,CAN,Canada,X,Tennis,Mixed Doubles,HCOUP,2000-08-08,1972646,TENXDOUBLES-CAN01,True
2024-08-03,Gold Medal,1,KLEIN IKKINK Isaya,Male,NED,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,2003-05-13,1972116,ATHX4X400M--NED01,True
2024-08-03,Gold Medal,1,OMALLA Eugene,Male,NED,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,2000-10-05,1972234,ATHX4X400M--NED01,True
2024-08-03,Gold Medal,1,BOL Femke,Female,NED,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,2000-02-23,1972078,ATHX4X400M--NED01,True
2024-08-03,Gold Medal,1,KLAVER Lieke,Female,NED,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,1998-08-20,1972115,ATHX4X400M--NED01,True
2024-08-03,Gold Medal,1,PEETERS Cathelijn,Female,NED,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,1996-11-06,1972240,ATHX4X400M--NED01,True
2024-08-03,Gold Medal,1,BOERS Isayah,Male,NED,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,1999-06-19,1972077,ATHX4X400M--NED01,False
2024-08-03,Silver Medal,2,DEADMON Bryce,Male,USA,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,1997-03-26,1960590,ATHX4X400M--USA01,True
2024-08-03,Silver Medal,2,NORWOOD Vernon,Male,USA,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,1992-04-10,1960111,ATHX4X400M--USA01,True
2024-08-03,Silver Medal,2,WILSON Quincy,Male,USA,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,2008-01-08,4979564,ATHX4X400M--USA01,False
2024-08-03,Silver Medal,2,BROWN Kaylyn,Female,USA,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,2004-12-31,1960650,ATHX4X400M--USA01,True
2024-08-03,Silver Medal,2,LITTLE Shamier,Female,USA,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,1995-03-20,1960179,ATHX4X400M--USA01,True
2024-08-03,Silver Medal,2,WHITTAKER Isabella,Female,USA,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,2002-02-15,4979557,ATHX4X400M--USA01,False
2024-08-03,Bronze Medal,3,DAVEY Lewis,Male,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,2000-10-24,1924406,ATHX4X400M--GBR01,False
2024-08-03,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,1999-07-28,1924426,ATHX4X400M--GBR01,True
2024-08-03,Bronze Medal,3,JEFFERIES Ben,Male,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,1999-09-10,1956844,ATHX4X400M--GBR01,False
2024-08-03,Bronze Medal,3,REARDON Samuel,Male,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,2003-10-30,1956853,ATHX4X400M--GBR01,True
2024-08-03,Bronze Medal,3,ANNING Amber,Female,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,2000-11-18,1924383,ATHX4X400M--GBR01,True
2024-08-03,Bronze Medal,3,KELLY Hannah,Female,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,2000-12-20,1956846,ATHX4X400M--GBR01,False
2024-08-03,Bronze Medal,3,NIELSEN Laviai,Female,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,1996-03-13,1924464,ATHX4X400M--GBR01,True
2024-08-03,Bronze Medal,3,WILLIAMS Jodie,Female,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,1993-09-28,1924506,ATHX4X400M--GBR01,False
2024-08-03,Bronze Medal,3,YEARGIN Nicole,Female,GBR,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,1997-08-11,1924509,ATHX4X400M--GBR01,True
2024-08-03,Gold Medal,1,CHEN Qing Chen,Female,CHN,People's Republic of China,W,Badminton,Women's Doubles,HCOUP,1997-06-23,1913438,BDMWDOUBLES-CHN02,True
2024-08-03,Gold Medal,1,JIA Yi Fan,Female,CHN,People's Republic of China,W,Badminton,Women's Doubles,HCOUP,1997-06-29,1913439,BDMWDOUBLES-CHN02,True
2024-08-03,Silver Medal,2,LIU Sheng Shu,Female,CHN,People's Republic of China,W,Badminton,Women's Doubles,HCOUP,2004-04-08,1913441,BDMWDOUBLES-CHN01,True
2024-08-03,Silver Medal,2,TAN Ning,Female,CHN,People's Republic of China,W,Badminton,Women's Doubles,HCOUP,2003-04-03,1913442,BDMWDOUBLES-CHN01,True
2024-08-03,Bronze Medal,3,MATSUYAMA Nami,Female,JPN,Japan,W,Badminton,Women's Doubles,HCOUP,1998-06-28,1541630,BDMWDOUBLES-JPN01,True
2024-08-03,Bronze Medal,3,SHIDA Chiharu,Female,JPN,Japan,W,Badminton,Women's Doubles,HCOUP,1997-04-29,1541629,BDMWDOUBLES-JPN01,True
2024-08-03,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,GER,Germany,O,Equestrian,Dressage Team,TEAM,1986-02-16,1914905,EQUODRESTEAMGER01,True
2024-08-03,Gold Medal,1,WANDRES Frederic,Male,GER,Germany,O,Equestrian,Dressage Team,TEAM,1987-03-25,1914936,EQUODRESTEAMGER01,True
2024-08-03,Gold Medal,1,WERTH Isabell,Female,GER,Germany,O,Equestrian,Dressage Team,TEAM,1969-07-21,1914909,EQUODRESTEAMGER01,True
2024-08-03,Gold Medal,1,ROTHENBERGER Soenke,Male,GER,Germany,O,Equestrian,Dressage Team,TEAM,1994-10-14,1914907,EQUODRESTEAMGER01,False
2024-08-03,Silver Medal,2,BACHMANN ANDERSEN Daniel,Male,DEN,Denmark,O,Equestrian,Dressage Team,TEAM,1990-06-01,1892359,EQUODRESTEAMDEN01,True
2024-08-03,Silver Medal,2,LAUDRUP-DUFOUR Cathrine,Female,DEN,Denmark,O,Equestrian,Dressage Team,TEAM,1992-01-02,1892363,EQUODRESTEAMDEN01,True
2024-08-03,Silver Medal,2,SKODBORG MERRALD Nanna,Female,DEN,Denmark,O,Equestrian,Dressage Team,TEAM,1993-10-08,1892358,EQUODRESTEAMDEN01,True
2024-08-03,Silver Medal,2,SLOTH Nadja Aaboe,Female,DEN,Denmark,O,Equestrian,Dressage Team,TEAM,1992-10-23,1892364,EQUODRESTEAMDEN01,False
2024-08-03,Bronze Medal,3,FRY Charlotte,Female,GBR,Great Britain,O,Equestrian,Dressage Team,TEAM,1996-02-11,1970905,EQUODRESTEAMGBR01,True
2024-08-03,Bronze Medal,3,HESTER Carl,Male,GBR,Great Britain,O,Equestrian,Dressage Team,TEAM,1967-06-29,1970910,EQUODRESTEAMGBR01,True
2024-08-03,Bronze Medal,3,MOODY Becky,Female,GBR,Great Britain,O,Equestrian,Dressage Team,TEAM,1980-03-16,1970921,EQUODRESTEAMGBR01,True
2024-08-03,Bronze Medal,3,GOULD Andrew,Male,GBR,Great Britain,O,Equestrian,Dressage Team,TEAM,1980-05-21,1970907,EQUODRESTEAMGBR01,False
2024-08-03,Gold Medal,1,KHARLAN Olga,Female,UKR,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,1990-09-04,1897644,FENWTEAMSABRUKR01,True
2024-08-03,Gold Medal,1,KOMASHCHUK Alina,Female,UKR,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,1993-04-24,1897638,FENWTEAMSABRUKR01,True
2024-08-03,Gold Medal,1,KRAVATSKA Olena,Female,UKR,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,1992-06-22,1897637,FENWTEAMSABRUKR01,True
2024-08-03,Gold Medal,1,BAKASTOVA Yuliia,Female,UKR,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,1996-06-26,1897633,FENWTEAMSABRUKR01,True
2024-08-03,Silver Medal,2,YOON Jisu,Female,KOR,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,1993-01-24,1927158,FENWTEAMSABRKOR01,True
2024-08-03,Silver Medal,2,JEON Hayoung,Female,KOR,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,2001-08-18,1927123,FENWTEAMSABRKOR01,True
2024-08-03,Silver Medal,2,CHOI Sebin,Female,KOR,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,2000-08-11,1927113,FENWTEAMSABRKOR01,True
2024-08-03,Silver Medal,2,JEON Eunhye,Female,KOR,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,1997-08-01,1927122,FENWTEAMSABRKOR01,True
2024-08-03,Bronze Medal,3,EMURA Misaki,Female,JPN,Japan,W,Fencing,Women's Sabre Team,HTEAM,1998-11-20,1896542,FENWTEAMSABRJPN01,True
2024-08-03,Bronze Medal,3,TAKASHIMA Risa,Female,JPN,Japan,W,Fencing,Women's Sabre Team,HTEAM,1999-02-08,1896519,FENWTEAMSABRJPN01,True
2024-08-03,Bronze Medal,3,FUKUSHIMA Shihomi,Female,JPN,Japan,W,Fencing,Women's Sabre Team,HTEAM,1995-06-19,1896541,FENWTEAMSABRJPN01,True
2024-08-03,Bronze Medal,3,OZAKI Seri,Female,JPN,Japan,W,Fencing,Women's Sabre Team,HTEAM,2002-09-22,1896522,FENWTEAMSABRJPN01,True
2024-08-03,Gold Medal,1,BOUKLI Shirine,Female,FRA,France,X,Judo,Mixed Team,HTEAM,1999-01-24,1891280,JUDXTEAM6---FRA01,True
